# Generation	mean_fitness
0	19.859
1	20.519
2	20.571
3	20.783
4	20.682
5	20.483
6	20.727
7	20.718
8	20.524
9	20.695
10	20.757
11	20.837
12	20.926
13	20.88
14	20.969
15	20.967
16	20.915
17	20.867
18	20.889
19	20.877
20	20.729
21	20.996
22	21.122
23	21.221
24	21.219
25	21.123
26	21.616
27	21.472
28	21.75
29	21.354
30	21.348
31	21.519
32	21.343
33	21.156
34	21.21
35	21.029
36	21.083
37	21.069
38	21.117
39	21.264
40	21.522
41	21.184
42	20.947
43	20.779
44	20.727
45	20.779
46	20.777
47	20.962
48	20.948
49	21.181
50	21.017
51	20.987
52	21.155
53	21.467
54	21.289
55	21.269
56	21.07
57	21.226
58	21.316
59	20.866
60	20.89
61	20.838
62	20.94
63	20.706
64	21.193
65	21.223
66	21.307
67	21.492
68	21.48
69	21.442
70	21.541
71	21.366
72	21.359
73	21.31
74	21.598
75	21.336
76	21.258
77	21.366
78	21.483
79	21.047
80	21.278
81	21.005
82	21.164
83	21.46
84	21.475
85	21.212
86	21.23
87	21.309
88	21.308
89	21.04
90	21.694
91	21.33
92	21.386
93	21.534
94	21.666
95	21.826
96	21.752
97	21.656
98	21.662
99	21.516
100	21.596
101	21.605
102	21.565
103	21.659
104	21.602
105	21.58
106	21.463
107	21.829
108	21.845
109	21.752
110	21.746
111	21.554
112	21.771
113	21.983
114	22.009
115	22.057
116	22.113
117	22.142
118	22.163
119	21.764
120	21.892
121	21.91
122	21.998
123	21.769
124	21.835
125	21.931
126	22.025
127	21.899
128	21.538
129	21.847
130	21.796
131	21.744
132	21.665
133	21.678
134	21.52
135	21.409
136	21.422
137	21.65
138	22.063
139	21.954
140	22.111
141	21.747
142	21.746
143	21.755
144	21.82
145	21.88
146	21.776
147	21.723
148	21.67
149	21.799
150	21.763
151	21.783
152	22.062
153	22.298
154	22.136
155	22.193
156	22.014
157	21.967
158	21.734
159	21.819
160	21.681
161	22.25
162	22.062
163	22.105
164	22.149
165	22.311
166	22.433
167	22.397
168	22.497
169	22.379
170	22.46
171	22.427
172	22.575
173	22.567
174	22.601
175	22.374
176	22.405
177	22.546
178	22.625
179	22.423
180	22.557
181	22.426
182	22.63
183	22.765
184	22.576
185	22.732
186	22.622
187	23.04
188	22.812
189	22.753
190	22.593
191	22.669
192	22.387
193	22.265
194	22.434
195	22.288
196	22.579
197	22.582
198	22.542
199	22.721
200	22.77
201	22.757
202	22.529
203	22.819
204	22.791
205	22.899
206	23.156
207	23.103
208	22.857
209	22.912
210	22.857
211	22.797
212	22.819
213	22.732
214	23.007
215	22.874
216	22.954
217	23.027
218	22.985
219	22.791
220	22.717
221	22.822
222	22.922
223	22.959
224	22.949
225	23.312
226	23.334
227	23.387
228	23.396
229	23.203
230	23.03
231	23.031
232	23.003
233	23.109
