# Generation	mean_fitness
0	22.816
1	22.982
2	22.87
3	22.854
4	22.909
5	23.095
6	22.928
7	22.721
8	22.847
9	23.293
10	23.018
11	22.99
12	23.156
13	22.862
14	23.235
15	23.317
16	23.143
17	23.12
18	23.07
19	22.976
20	23.013
21	22.978
22	23.087
23	22.901
24	23.062
25	23.139
26	23.036
27	23.041
28	23.062
29	22.973
30	22.979
31	23.12
32	23.18
33	23.014
34	23.047
35	23.07
36	22.574
37	22.625
38	22.974
39	23.05
40	23.057
41	22.989
42	22.897
43	23.261
44	23.155
45	23.203
46	23.309
47	23.257
48	23.079
49	23.195
50	22.825
51	22.745
52	23.057
53	22.85
54	23.008
55	22.7
56	22.874
57	22.986
58	23.098
59	22.911
60	23.118
61	22.99
62	22.861
63	23.231
64	23.113
65	23.29
66	23.487
67	23.454
68	23.357
69	23.26
70	23.276
71	23.541
72	23.227
73	23.661
74	23.407
75	23.32
76	23.162
77	23.177
78	23.164
79	23.267
80	23.313
81	23.01
82	23.519
83	23.405
84	23.38
85	23.393
86	23.326
87	23.43
88	23.385
89	23.393
90	23.355
91	23.314
92	23.503
93	23.365
94	23.603
95	23.496
96	23.145
97	23.192
98	23.418
99	23.495
100	23.595
101	23.626
102	23.516
103	23.537
104	23.308
105	23.478
106	23.355
107	23.44
108	23.491
109	23.451
110	23.346
111	23.6
112	23.702
113	23.523
114	23.662
115	23.669
116	23.439
117	23.623
118	23.626
119	23.493
120	23.63
121	23.554
122	23.551
123	23.55
124	23.518
125	23.626
126	23.673
127	23.658
128	23.427
129	23.401
130	23.746
131	23.605
132	23.357
133	23.557
134	23.651
135	23.707
136	23.539
137	23.362
138	23.361
139	23.474
140	23.72
141	23.593
142	23.801
143	23.417
144	23.475
145	23.599
146	23.569
147	23.604
148	23.88
149	23.813
150	23.659
151	23.512
152	23.607
153	23.571
154	23.532
155	23.69
156	23.758
157	23.783
158	23.784
159	23.632
160	23.664
161	23.46
162	23.609
163	23.765
164	23.715
165	23.783
166	23.988
167	23.955
168	23.661
169	24.011
170	23.817
171	23.629
172	23.923
173	23.67
174	23.943
175	23.924
176	23.804
177	23.812
178	23.838
179	23.919
180	24.024
181	24.032
182	24.101
183	23.872
184	23.75
185	23.564
186	23.681
187	23.532
188	23.584
189	23.828
190	24.005
191	23.85
192	24.034
193	23.891
194	24.121
195	23.929
196	23.726
197	23.843
198	23.682
199	23.995
200	23.967
201	23.949
202	24.132
203	24.062
204	23.9
205	23.804
206	23.826
207	23.975
208	23.983
209	23.939
210	23.949
211	24.096
212	24.069
213	23.776
214	24.18
215	24.194
216	23.935
217	24.152
218	24.062
219	24.061
220	24.038
221	24.223
222	24.209
223	24.311
224	24.235
225	24.261
226	24.135
227	24.297
228	23.939
229	23.955
230	23.959
231	24.004
232	24.21
233	24.33
234	24.136
235	24.039
236	24.2
237	24.516
238	24.577
239	24.396
240	24.267
241	24.054
242	24.263
243	24.339
244	24.428
245	24.342
246	24.41
247	24.52
248	24.183
249	24.094
250	24.09
251	24.191
252	24.483
253	24.611
254	24.688
255	24.547
256	24.288
257	24.325
258	24.17
259	23.944
260	24.371
261	24.566
262	24.662
263	24.528
264	24.295
265	24.144
266	24.44
267	24.513
268	24.282
269	24.333
270	24.577
271	24.537
272	24.611
273	24.61
274	24.317
275	24.32
276	24.25
277	24.184
278	24.307
279	24.554
280	24.622
281	24.718
282	24.763
283	24.934
284	24.826
285	24.665
286	24.956
287	24.913
288	24.774
289	24.833
290	24.702
291	24.603
292	24.606
293	24.51
294	24.541
295	24.916
296	24.929
297	24.754
298	24.842
299	25.081
300	24.873
301	24.987
302	25.006
303	24.981
304	24.998
305	24.772
306	24.686
307	24.652
308	24.626
309	24.811
310	24.738
311	24.405
312	24.521
313	24.689
314	24.841
315	24.912
316	24.724
317	24.955
318	24.925
319	24.987
320	24.829
321	24.958
322	24.932
323	24.643
324	24.77
325	24.982
326	24.948
327	24.93
328	25.064
329	24.994
330	25.143
331	25.233
332	25.128
333	25.134
334	25.199
335	25.155
336	25.056
337	25.235
338	25.197
339	25.34
340	25.279
341	25.379
342	25.223
343	25.386
344	25.327
345	25.308
346	25.182
347	25.296
348	25.316
349	25.289
350	25.528
351	25.52
352	25.435
353	25.42
354	25.505
355	25.607
356	25.631
357	25.439
358	25.395
359	25.256
360	25.289
361	25.385
362	25.334
363	25.472
364	25.427
365	25.48
366	25.561
367	25.35
368	25.32
369	25.478
370	25.398
371	25.641
372	25.386
373	25.538
374	25.425
375	25.661
376	25.639
377	25.739
378	25.671
379	25.61
380	25.707
381	25.719
382	25.655
383	25.679
384	25.711
385	25.568
386	25.748
387	25.795
388	25.914
389	25.915
390	25.851
391	25.741
392	25.671
393	25.731
394	25.829
395	25.8
396	25.803
397	25.949
398	25.869
399	25.856
400	25.778
401	25.914
402	25.897
403	25.82
404	25.83
405	25.904
406	25.963
407	25.882
408	26.031
409	26.079
410	26.177
411	26.253
412	26.273
413	26.298
414	26.36
415	26.426
416	26.237
417	26.161
418	26.267
419	26.301
420	26.427
421	26.443
422	26.348
423	26.369
424	26.34
425	26.344
426	26.262
427	26.254
428	26.639
429	26.552
430	26.635
431	26.585
432	26.449
433	26.354
434	26.347
435	26.291
436	26.489
437	26.656
438	26.525
439	26.599
440	26.678
441	26.725
442	26.598
443	26.475
444	26.506
445	26.537
446	26.817
447	26.536
448	26.557
449	26.674
450	26.682
451	26.819
452	26.79
453	26.785
454	26.828
455	26.919
456	26.822
457	26.765
458	26.833
459	26.813
460	26.821
461	26.944
462	26.875
463	26.932
464	26.956
465	26.915
466	26.754
467	26.778
468	26.55
469	26.652
470	26.859
471	26.84
472	26.977
473	27.021
474	26.858
475	27.031
476	27.04
477	27.009
478	27.041
479	26.942
480	26.952
481	26.976
482	26.95
483	26.992
484	26.843
485	26.893
486	26.913
487	27.03
488	27.049
489	27.127
490	26.965
491	26.984
492	26.94
493	27.03
494	27.052
495	27.207
496	27.197
497	27.226
498	27.244
499	27.274
