# Generation	mean_fitness
0	23.48
1	23.494
2	23.31
3	23.29
4	23.494
5	23.706
6	23.456
7	23.633
8	23.366
9	23.346
10	23.52
11	23.49
12	23.342
13	23.606
14	23.454
15	23.656
16	23.644
17	23.567
18	23.578
19	23.243
20	23.545
21	23.663
22	23.657
23	23.53
24	23.442
25	23.39
26	23.497
27	23.496
28	23.7
29	23.409
30	23.537
31	23.466
32	23.666
33	23.464
34	23.318
35	23.575
36	23.353
37	23.589
38	23.535
39	23.218
40	23.619
41	23.611
42	23.618
43	23.505
44	23.617
45	23.605
46	23.532
47	23.414
48	23.43
49	23.809
50	23.636
51	23.777
52	23.724
53	23.73
54	23.507
55	23.436
56	23.552
57	23.911
58	23.549
59	23.684
60	23.336
61	23.642
62	23.452
63	23.828
64	23.324
65	23.672
66	23.224
67	23.535
68	23.45
69	23.831
70	23.648
71	23.638
72	23.492
73	23.873
74	23.796
75	23.903
76	23.769
77	23.804
78	23.505
79	23.539
80	23.671
81	23.642
82	23.931
83	23.64
84	23.762
85	23.596
86	23.786
87	23.519
88	23.503
89	23.625
90	23.725
91	23.585
92	23.739
93	23.768
94	23.704
95	23.706
96	23.691
97	23.685
98	23.439
99	23.551
100	23.742
101	23.82
102	23.801
103	23.732
104	23.601
105	23.513
106	23.599
107	23.702
108	23.876
109	23.643
110	23.598
111	23.771
112	23.791
113	23.982
114	23.82
115	23.687
116	23.777
117	23.543
118	23.64
119	23.565
120	23.63
121	23.798
122	23.687
123	23.633
124	23.949
125	23.649
126	23.872
127	23.835
128	23.731
129	23.961
130	23.713
131	23.65
132	23.751
133	23.694
134	23.881
135	23.587
136	23.766
137	23.869
138	23.704
139	23.879
140	23.884
141	23.904
142	23.823
143	23.776
144	23.88
145	23.713
146	23.738
147	23.681
148	23.734
149	23.957
150	23.584
151	23.851
152	23.762
153	23.759
154	23.609
155	23.772
156	23.929
157	24.274
158	24.031
159	23.909
160	23.892
161	23.81
162	23.736
163	23.976
164	23.969
165	23.933
166	23.82
167	24.16
168	23.971
169	24.233
170	23.994
171	23.947
172	24.154
173	24.091
174	24.004
175	23.979
176	24.077
177	23.962
178	24.121
179	23.955
180	24.111
181	23.927
182	24.071
183	23.792
184	23.785
185	23.934
186	24.012
187	24.057
188	23.98
189	24.057
190	24.351
191	24.19
192	24.252
193	24.081
194	24.25
195	24.071
196	24.072
197	24.147
198	24.175
199	24.002
200	24.334
201	23.92
202	24.207
203	24.271
204	23.937
205	23.887
206	24.202
207	24.216
208	24.221
209	24.1
210	23.841
211	24.172
212	24.065
213	24.207
214	24.313
215	24.322
216	24.197
217	23.995
218	24.267
219	24.409
220	24.251
221	24.235
222	24.458
223	24.4
224	24.312
225	24.214
226	24.567
227	24.415
228	24.626
229	24.669
230	24.686
231	24.472
232	24.53
233	24.407
234	24.528
235	24.595
236	24.314
237	24.193
238	24.202
239	24.34
240	24.544
241	24.399
242	24.529
243	24.462
244	24.526
245	24.535
246	24.535
247	24.475
248	24.357
249	24.428
250	24.668
251	24.532
252	24.292
253	24.373
254	24.514
255	24.226
256	24.666
257	24.795
258	24.628
259	24.436
260	24.191
261	24.416
262	24.439
263	24.395
264	24.424
265	24.368
266	24.556
267	24.697
268	24.697
269	24.609
270	24.522
271	24.362
272	24.56
273	24.647
274	24.748
275	24.71
276	24.712
277	24.782
278	24.555
279	24.641
280	24.658
281	24.836
282	24.534
283	24.567
284	24.666
285	24.777
286	24.788
287	24.788
288	24.71
289	24.609
290	24.523
291	24.909
292	24.946
293	24.956
294	25.006
295	24.838
296	24.994
297	24.985
298	24.818
299	24.792
300	24.912
301	24.75
302	24.86
303	25.023
304	25.173
305	25.209
306	25.055
307	25.055
308	25.198
309	24.981
310	24.993
311	25.047
312	24.957
313	24.898
314	25.024
315	24.844
316	24.868
317	25.098
318	25.245
319	25.242
320	25.095
321	24.961
322	25.223
323	25.054
324	24.849
325	24.962
326	24.924
327	24.95
328	25.007
329	25.107
330	25.157
