# Eval no.	mean best sol
0	3.739554366666669
1	2.590998066666664
2	1.8544058333333344
3	1.4067923666666686
4	1.1044050333333337
5	0.8933836666666651
6	0.7359762666666664
7	0.6310255666666673
8	0.543285266666667
9	0.47419836666666676
10	0.41842590000000013
11	0.37557079999999915
12	0.33785799999999894
13	0.30440113333333313
14	0.2724364999999997
15	0.2495955333333327
16	0.22871360000000024
17	0.20750116666666713
18	0.1903555333333334
19	0.17436793333333325
20	0.15767906666666653
21	0.1435947666666666
22	0.13211863333333346
23	0.12305246666666665
24	0.1124719666666665
25	0.10388910000000003
26	0.09561676666666667
27	0.08820093333333338
28	0.08162850000000002
29	0.07501846666666669
30	0.0687856000000001
31	0.0636350666666667
32	0.05981536666666675
33	0.05569343333333344
34	0.05191380000000011
35	0.047940233333333394
36	0.045346166666666694
37	0.04233840000000008
38	0.03946646666666673
39	0.03648380000000013
40	0.03443630000000005
41	0.03163363333333339
42	0.029523900000000044
43	0.027516066666666717
44	0.02529456666666668
45	0.023526366666666694
46	0.021917366666666657
47	0.020440033333333312
48	0.019054899999999972
49	0.01778519999999996
50	0.016789933333333312
51	0.015400033333333318
52	0.014249499999999983
53	0.013451866666666663
54	0.012579633333333323
55	0.011863566666666643
56	0.011112399999999958
57	0.010483399999999978
58	0.009830599999999983
59	0.009005866666666652
60	0.008409833333333321
61	0.007990899999999988
62	0.007420599999999991
63	0.006938999999999993
64	0.0065473333333333165
65	0.006233733333333324
66	0.005974633333333317
67	0.0055278999999999814
68	0.005212299999999984
69	0.004857066666666654
70	0.004554499999999988
71	0.0043215666666666566
72	0.0041191999999999895
73	0.0038353333333333265
74	0.0035821666666666706
75	0.0034212666666666694
76	0.0031714333333333383
77	0.002975133333333338
78	0.002801066666666679
79	0.002685300000000008
80	0.002549333333333341
81	0.0024155000000000053
82	0.0023285333333333377
83	0.002207166666666672
84	0.0020692333333333394
85	0.0019717333333333377
86	0.0018769333333333415
87	0.0017683000000000067
88	0.001695066666666676
89	0.00160760000000001
90	0.0014925333333333471
91	0.0014224333333333493
92	0.0013557333333333514
93	0.0012614000000000167
94	0.0012019666666666822
95	0.001136033333333346
96	0.0010973333333333462
97	0.001016966666666675
98	0.0009740000000000065
99	0.0009341666666666709
100	0.0008878333333333368
101	0.0008381666666666674
102	0.000805566666666667
103	0.0007663333333333309
104	0.0007359999999999958
105	0.0006989999999999915
106	0.0006731999999999886
107	0.0006447333333333214
108	0.0006206999999999883
109	0.0005734666666666555
110	0.0005488333333333223
111	0.000525066666666656
112	0.0004948333333333237
113	0.00045659999999999066
114	0.0004393333333333238
115	0.0004216333333333246
116	0.00040056666666665844
117	0.000384966666666659
118	0.0003752999999999927
119	0.0003554333333333263
120	0.0003286999999999938
121	0.0003141999999999941
122	0.0003012333333333275
123	0.0002900333333333276
124	0.0002783666666666614
125	0.0002681666666666617
126	0.00026223333333332845
127	0.0002529666666666618
128	0.00023366666666666235
129	0.00022589999999999587
130	0.00021646666666666267
131	0.00020906666666666292
132	0.00019639999999999653
133	0.00018763333333333035
134	0.00017589999999999742
135	0.00016593333333333107
136	0.00015809999999999785
137	0.0001500333333333312
138	0.0001446666666666647
139	0.00013786666666666482
140	0.00013139999999999818
141	0.00012889999999999828
142	0.00012516666666666503
143	0.00012133333333333177
144	0.00011626666666666525
145	0.00011153333333333202
146	0.00010723333333333207
147	0.00010299999999999882
148	9.916666666666559e-05
149	9.636666666666572e-05
150	9.239999999999922e-05
151	8.849999999999937e-05
152	8.636666666666605e-05
153	8.346666666666613e-05
154	8.023333333333285e-05
155	7.686666666666621e-05
156	7.456666666666625e-05
157	7.113333333333294e-05
158	6.843333333333298e-05
159	6.543333333333303e-05
160	6.349999999999977e-05
161	6.14999999999998e-05
162	5.9466666666666454e-05
163	5.70999999999998e-05
164	5.486666666666649e-05
165	5.299999999999987e-05
166	5.0499999999999926e-05
