MINIMIZING SHEKEL'S FOXHOLES (1000 gens, binary)
SHEKEL'S FOXHOLES
1000
binary
Gen #	minima
1	16.17295668879663
2	2.331425526772084
3	2.331425526772084
4	2.331425526772084
5	2.331425526772084
6	2.331425526772084
7	2.331425526772084
8	2.331425526772084
9	2.331425526772084
10	2.331425526772084
11	2.331425526772084
12	2.331425526772084
13	2.331425526772084
14	2.331425526772084
15	2.331425526772084
16	2.331425526772084
17	2.331425526772084
18	2.331425526772084
19	2.331425526772084
20	2.331425526772084
21	2.331425526772084
22	2.331425526772084
23	2.331425526772084
24	2.331425526772084
25	2.331425526772084
26	2.331425526772084
27	2.331425526772084
28	2.331425526772084
29	2.331425526772084
30	2.331425526772084
31	2.331425526772084
32	2.331425526772084
33	2.331425526772084
34	2.331425526772084
35	2.331425526772084
36	2.331425526772084
37	2.331425526772084
38	2.331425526772084
39	2.331425526772084
40	2.331425526772084
41	2.331425526772084
42	2.331425526772084
43	2.331425526772084
44	2.331425526772084
45	2.331425526772084
46	2.331425526772084
47	2.331425526772084
48	2.331425526772084
49	2.331425526772084
50	2.331425526772084
51	2.331425526772084
52	2.331425526772084
53	2.331425526772084
54	2.331425526772084
55	2.331425526772084
56	2.331425526772084
57	2.331425526772084
58	2.331425526772084
59	2.331425526772084
60	2.331425526772084
61	2.331425526772084
62	2.331425526772084
63	2.331425526772084
64	2.331425526772084
65	2.331425526772084
66	2.331425526772084
67	2.331425526772084
68	2.331425526772084
69	2.331425526772084
70	2.331425526772084
71	2.331425526772084
72	2.331425526772084
73	2.331425526772084
74	2.331425526772084
75	2.331425526772084
76	2.331425526772084
77	2.331425526772084
78	2.331425526772084
79	2.331425526772084
80	2.331425526772084
81	2.331425526772084
82	2.331425526772084
83	2.331425526772084
84	2.331425526772084
85	2.331425526772084
86	2.331425526772084
87	2.331425526772084
88	2.331425526772084
89	2.331425526772084
90	2.331425526772084
91	2.331425526772084
92	2.331425526772084
93	2.331425526772084
94	2.331425526772084
95	2.331425526772084
96	2.331425526772084
97	2.331425526772084
98	2.331425526772084
99	2.331425526772084
100	2.331425526772084
101	2.331425526772084
102	2.331425526772084
103	2.331425526772084
104	2.331425526772084
105	2.331425526772084
106	2.331425526772084
107	2.331425526772084
108	2.331425526772084
109	2.331425526772084
110	2.331425526772084
111	2.331425526772084
112	2.331425526772084
113	2.331425526772084
114	2.331425526772084
115	2.331425526772084
116	2.331425526772084
117	2.331425526772084
118	2.331425526772084
119	2.331425526772084
120	2.331425526772084
121	2.331425526772084
122	2.331425526772084
123	2.331425526772084
124	2.331425526772084
125	2.331425526772084
126	2.331425526772084
127	2.331425526772084
128	2.331425526772084
129	2.331425526772084
130	2.331425526772084
131	2.331425526772084
132	2.331425526772084
133	2.331425526772084
134	2.331425526772084
135	2.331425526772084
136	2.331425526772084
137	2.331425526772084
138	2.331425526772084
139	2.331425526772084
140	2.331425526772084
141	2.331425526772084
142	2.331425526772084
143	2.331425526772084
144	2.331425526772084
145	2.331425526772084
146	2.331425526772084
147	2.331425526772084
148	2.331425526772084
149	2.331425526772084
150	2.331425526772084
151	2.331425526772084
152	2.331425526772084
153	2.331425526772084
154	2.331425526772084
155	2.331425526772084
156	2.331425526772084
157	2.331425526772084
158	2.331425526772084
159	2.331425526772084
160	2.331425526772084
161	2.331425526772084
162	2.331425526772084
163	2.331425526772084
164	2.331425526772084
165	2.331425526772084
166	2.331425526772084
167	2.331425526772084
168	2.331425526772084
169	2.331425526772084
170	2.331425526772084
171	2.331425526772084
172	2.331425526772084
173	2.331425526772084
174	2.331425526772084
175	2.331425526772084
176	2.331425526772084
177	2.331425526772084
178	2.331425526772084
179	2.331425526772084
180	2.331425526772084
181	2.331425526772084
182	2.331425526772084
183	2.331425526772084
184	2.331425526772084
185	2.331425526772084
186	2.331425526772084
187	2.331425526772084
188	2.331425526772084
189	2.331425526772084
190	2.331425526772084
191	2.331425526772084
192	2.331425526772084
193	2.331425526772084
194	2.331425526772084
195	2.331425526772084
196	2.331425526772084
197	2.331425526772084
198	2.331425526772084
199	2.331425526772084
200	2.331425526772084
201	2.331425526772084
202	2.331425526772084
203	2.331425526772084
204	2.331425526772084
205	2.331425526772084
206	2.331425526772084
207	2.331425526772084
208	2.331425526772084
209	2.331425526772084
210	2.331425526772084
211	2.331425526772084
212	2.331425526772084
213	2.331425526772084
214	2.331425526772084
215	2.331425526772084
216	2.331425526772084
217	2.331425526772084
218	2.331425526772084
219	2.331425526772084
220	2.331425526772084
221	2.331425526772084
222	2.331425526772084
223	2.331425526772084
224	2.331425526772084
225	2.331425526772084
226	2.331425526772084
227	2.331425526772084
228	2.331425526772084
229	2.331425526772084
230	2.331425526772084
231	2.331425526772084
232	2.331425526772084
233	2.331425526772084
234	2.331425526772084
235	2.331425526772084
236	2.331425526772084
237	2.331425526772084
238	2.331425526772084
239	2.331425526772084
240	2.331425526772084
241	2.331425526772084
242	2.331425526772084
243	2.331425526772084
244	2.331425526772084
245	2.331425526772084
246	2.331425526772084
247	2.331425526772084
248	2.331425526772084
249	2.331425526772084
250	2.331425526772084
251	2.331425526772084
252	2.331425526772084
253	2.331425526772084
254	2.331425526772084
255	2.331425526772084
256	2.331425526772084
257	2.331425526772084
258	2.331425526772084
259	2.331425526772084
260	2.331425526772084
261	2.331425526772084
262	2.331425526772084
263	2.331425526772084
264	2.331425526772084
265	2.331425526772084
266	2.331425526772084
267	2.331425526772084
268	2.331425526772084
269	2.331425526772084
270	2.331425526772084
271	2.331425526772084
272	2.331425526772084
273	2.331425526772084
274	2.331425526772084
275	2.331425526772084
276	2.331425526772084
277	2.331425526772084
278	2.331425526772084
279	2.331425526772084
280	2.331425526772084
281	2.331425526772084
282	2.331425526772084
283	2.331425526772084
284	2.331425526772084
285	2.331425526772084
286	2.331425526772084
287	2.331425526772084
288	2.331425526772084
289	2.331425526772084
290	2.331425526772084
291	2.331425526772084
292	2.331425526772084
293	2.331425526772084
294	2.331425526772084
295	2.331425526772084
296	2.331425526772084
297	2.331425526772084
298	2.331425526772084
299	2.331425526772084
300	2.331425526772084
301	2.331425526772084
302	2.331425526772084
303	2.331425526772084
304	2.331425526772084
305	2.331425526772084
306	2.331425526772084
307	2.331425526772084
308	2.331425526772084
309	2.331425526772084
310	2.331425526772084
311	2.331425526772084
312	2.331425526772084
313	2.331425526772084
314	2.331425526772084
315	2.331425526772084
316	2.331425526772084
317	2.331425526772084
318	2.331425526772084
319	2.331425526772084
320	2.331425526772084
321	2.331425526772084
322	2.331425526772084
323	2.331425526772084
324	2.331425526772084
325	2.331425526772084
326	2.331425526772084
327	2.331425526772084
328	2.331425526772084
329	2.331425526772084
330	2.331425526772084
331	2.331425526772084
332	2.331425526772084
333	2.331425526772084
334	2.331425526772084
335	2.331425526772084
336	2.331425526772084
337	2.331425526772084
338	2.331425526772084
339	2.331425526772084
340	2.331425526772084
341	2.331425526772084
342	2.331425526772084
343	2.331425526772084
344	2.331425526772084
345	2.331425526772084
346	2.331425526772084
347	2.331425526772084
348	2.331425526772084
349	2.331425526772084
350	2.331425526772084
351	2.331425526772084
352	2.331425526772084
353	2.331425526772084
354	2.331425526772084
355	2.331425526772084
356	2.331425526772084
357	2.331425526772084
358	2.331425526772084
359	2.331425526772084
360	2.331425526772084
361	2.331425526772084
362	2.331425526772084
363	2.331425526772084
364	2.331425526772084
365	2.331425526772084
366	2.331425526772084
367	2.331425526772084
368	2.331425526772084
369	2.331425526772084
370	2.331425526772084
371	2.331425526772084
372	2.331425526772084
373	2.331425526772084
374	2.331425526772084
375	2.331425526772084
376	2.331425526772084
377	2.331425526772084
378	2.331425526772084
379	2.331425526772084
380	2.331425526772084
381	2.331425526772084
382	2.331425526772084
383	2.331425526772084
384	2.331425526772084
385	2.331425526772084
386	2.331425526772084
387	2.331425526772084
388	2.331425526772084
389	2.331425526772084
390	2.331425526772084
391	2.331425526772084
392	2.331425526772084
393	2.331425526772084
394	2.331425526772084
395	2.331425526772084
396	2.331425526772084
397	2.331425526772084
398	2.331425526772084
399	2.331425526772084
400	2.331425526772084
401	2.331425526772084
402	2.331425526772084
403	2.331425526772084
404	2.331425526772084
405	2.331425526772084
406	2.331425526772084
407	2.331425526772084
408	2.331425526772084
409	2.331425526772084
410	2.331425526772084
411	2.331425526772084
412	2.331425526772084
413	2.331425526772084
414	2.331425526772084
415	2.331425526772084
416	2.331425526772084
417	2.331425526772084
418	2.331425526772084
419	2.331425526772084
420	2.331425526772084
