MINIMIZING PARABOLA (1000 gens, gray)
PARABOLA
1000
gray
Gen #	minima
1	2025.7690010000001
2	306.771357
3	205.009158
4	178.383896
5	178.383896
6	178.383896
7	83.836297
8	83.836297
9	83.836297
10	83.836297
11	83.836297
12	66.282361
13	32.007731
14	22.641716000000002
15	22.641716000000002
16	22.641716000000002
17	22.641716000000002
18	22.641716000000002
19	22.641716000000002
20	22.641716000000002
21	22.641716000000002
22	22.257425
23	22.257425
24	18.114134
25	17.928089
26	17.925728
27	17.919252
28	16.142217
29	3.6030740000000008
30	3.6030740000000008
31	3.6007130000000007
32	3.589102
33	3.589102
34	3.589102
35	3.589102
36	1.817224
37	1.817224
38	1.817224
39	1.025785
40	1.025785
41	1.0210370000000002
42	1.0210370000000002
43	0.435272
44	0.434413
45	0.434413
46	0.36587499999999995
47	0.36587499999999995
48	0.36587499999999995
49	0.36587499999999995
50	0.36587499999999995
51	0.36587499999999995
52	0.36501799999999995
53	0.36501799999999995
54	0.36501799999999995
55	0.36501799999999995
56	0.36501799999999995
57	0.36501799999999995
58	0.36501799999999995
59	0.36501799999999995
60	0.36501799999999995
61	0.36501799999999995
62	0.34398799999999996
63	0.34398799999999996
64	0.34398799999999996
65	0.34398799999999996
66	0.34398799999999996
67	0.33733199999999997
68	0.33733199999999997
69	0.33733199999999997
70	0.33733199999999997
71	0.33733199999999997
72	0.17605200000000001
73	0.17605200000000001
74	0.17605200000000001
75	0.17605200000000001
76	0.17605200000000001
77	0.17581700000000003
78	0.17581700000000003
79	0.16842900000000002
80	0.16493700000000003
81	0.16493700000000003
82	0.16013000000000002
83	0.117369
84	0.117369
85	0.108179
86	0.09993
87	0.097662
88	0.097662
89	0.097662
90	0.097662
91	0.097662
92	0.09126599999999999
93	0.014569999999999998
94	0.014569999999999998
95	0.011986999999999998
96	0.006675
97	0.006675
98	0.006675
99	0.006675
100	0.006675
101	0.006675
102	0.002562
103	0.002483
104	0.002483
105	0.001737
106	0.001737
107	0.001737
108	0.001737
109	0.001658
110	0.001658
111	0.001658
112	0.001658
113	0.001658
114	0.001553
115	0.001553
116	0.001553
117	0.001553
118	0.001553
119	0.001553
120	0.001553
121	0.001553
122	0.001553
123	0.001553
124	0.001545
125	0.001534
126	0.001534
127	0.001534
128	0.0007340000000000002
129	0.0006590000000000001
130	0.0006510000000000001
131	0.0006510000000000001
132	0.0006510000000000001
133	0.0006510000000000001
134	0.000529
135	0.000529
136	0.000529
137	0.000529
138	0.000513
139	0.000513
140	0.000513
141	0.000513
142	0.000513
143	0.0005099999999999999
144	0.0005099999999999999
145	0.0005099999999999999
146	0.0005099999999999999
147	0.00010999999999999999
148	0.00010999999999999999
149	0.00010999999999999999
150	0.00010999999999999999
151	0.00010999999999999999
152	0.00010999999999999999
153	0.000107
154	0.000107
155	0.000107
156	0.000107
157	0.000107
158	0.000107
159	0.000107
160	0.000107
161	0.000107
162	0.000107
163	0.000107
164	0.000107
165	0.000107
166	0.000107
167	0.000107
168	0.000107
169	0.000107
170	0.000107
171	0.000107
172	0.000107
173	0.000107
174	0.000107
175	0.000107
176	0.000107
177	6.500000000000001e-05
178	6.500000000000001e-05
179	6.500000000000001e-05
180	6.500000000000001e-05
181	6.500000000000001e-05
182	6.500000000000001e-05
