# Generation	mean_fitness
0	23.513
1	23.363
2	23.657
3	23.622
4	23.442
5	23.229
6	23.293
7	23.335
8	23.387
9	23.277
10	23.171
11	23.599
12	23.458
13	23.437
14	23.362
15	23.396
16	23.403
17	23.227
18	23.519
19	23.37
20	23.341
21	23.364
22	23.425
23	23.476
24	23.551
25	23.377
26	23.283
27	23.38
28	23.592
29	23.243
30	23.527
31	23.659
32	23.472
33	23.624
34	23.578
35	23.384
36	23.478
37	23.5
38	23.583
39	23.533
40	23.575
41	23.541
42	23.763
43	23.569
44	23.711
45	23.482
46	23.665
47	23.74
48	23.629
49	23.401
50	23.459
51	23.481
52	23.401
53	23.582
54	23.641
55	23.367
56	23.474
57	23.652
58	23.555
59	23.754
60	23.374
61	23.598
62	23.858
63	23.471
64	23.634
65	23.617
66	23.809
67	23.6
68	23.7
69	23.74
70	23.624
71	23.45
72	23.442
73	23.466
74	23.633
75	23.59
76	23.643
77	23.711
78	23.517
79	23.74
80	23.497
81	23.523
82	23.407
83	23.528
84	23.539
85	23.798
86	23.893
87	23.843
88	23.789
89	23.609
90	23.573
91	23.754
92	23.628
93	23.665
94	23.698
95	23.885
96	23.788
97	23.662
98	23.631
99	23.73
100	23.647
101	23.672
102	23.696
103	23.682
104	23.736
105	23.757
106	23.547
107	23.626
108	23.719
109	24.023
110	23.825
111	23.886
112	23.967
113	23.627
114	23.716
115	23.648
116	23.921
117	24.171
118	23.766
119	23.875
120	23.741
121	23.86
122	23.839
123	24.099
124	23.996
125	23.758
126	23.746
127	23.46
128	24.067
129	23.68
130	23.791
131	23.886
132	23.655
133	24.013
134	23.842
135	23.88
136	23.856
137	23.839
138	23.983
139	23.865
140	23.698
141	23.743
142	24.08
143	24.23
144	23.717
145	23.925
146	23.95
147	23.771
148	23.945
149	24.123
150	23.773
151	24.129
152	23.97
153	23.868
154	23.838
155	24.083
156	23.836
157	23.779
158	23.985
159	23.705
160	23.929
161	23.735
162	23.922
163	23.96
164	24.019
165	23.921
166	23.908
167	23.986
168	23.738
169	23.691
170	23.883
171	23.845
172	23.966
173	23.788
174	23.925
175	23.944
176	24.016
177	23.683
178	23.962
179	23.962
180	23.723
181	23.867
182	23.944
183	23.821
184	23.949
185	23.804
186	24
187	23.882
188	24.136
189	23.947
190	24.299
191	24.126
192	24.097
193	24.03
194	23.889
195	24.046
196	23.969
197	24.096
198	24.429
199	24.194
200	24.129
201	24.005
202	24.174
203	24.208
204	24.139
205	24.147
206	24.184
207	24.206
208	24.271
209	24.283
210	24.187
211	24.354
212	24.295
213	24.131
214	24.11
215	24.462
216	24.315
217	24.176
218	24.089
219	24.337
220	24.242
221	24.283
222	24.484
223	24.626
224	24.235
225	24.234
226	24.114
227	24.555
228	24.122
229	24.403
230	24.175
231	24.062
232	23.989
233	24.189
234	24.432
235	24.507
236	24.583
237	24.611
238	24.54
239	24.331
240	24.323
241	24.587
242	24.258
243	24.401
244	24.515
245	24.248
246	24.242
247	24.406
248	24.437
249	24.329
250	24.23
251	24.523
252	24.443
253	24.414
254	24.276
255	24.253
256	24.496
257	24.248
258	24.238
259	24.58
260	24.465
261	24.532
262	24.616
263	24.284
264	24.406
265	24.499
266	24.524
267	24.872
268	24.545
269	24.667
270	24.755
271	24.247
272	24.434
273	24.544
274	24.874
275	24.865
276	24.94
277	24.667
278	24.557
279	24.481
280	24.41
281	24.645
282	24.547
283	24.864
284	24.781
285	24.825
286	24.511
287	24.403
288	24.494
289	24.736
290	24.707
291	24.755
292	24.88
293	24.748
294	24.809
295	24.777
296	24.753
297	24.921
298	24.88
299	24.882
300	24.908
301	25.038
302	24.897
303	24.93
304	24.634
305	24.838
306	24.758
307	25.041
308	25.02
309	24.915
310	25.028
311	24.925
312	24.969
313	25.098
314	25.13
315	25.067
316	25.163
317	24.949
318	24.971
319	24.836
320	24.996
321	25.103
322	25.085
323	24.981
324	25.018
325	25.13
326	25.222
327	24.97
328	25.051
329	25.23
330	25.145
331	25.032
332	25.033
333	25.262
334	25.443
335	25.179
336	25.223
337	25.237
338	25.205
339	25.338
340	25.259
341	25.331
342	25.235
343	25.474
344	25.358
345	25.308
346	25.292
347	25.424
348	25.22
349	25.376
350	25.39
351	25.581
352	25.339
353	25.407
354	25.47
355	25.352
356	25.447
357	25.401
358	25.352
359	25.21
360	25.309
361	25.152
362	25.224
363	25.359
364	25.456
365	25.489
366	25.379
367	25.374
368	25.302
369	25.393
370	25.403
371	25.48
372	25.422
373	25.198
374	25.328
375	25.399
376	25.476
377	25.439
378	25.921
379	25.744
380	25.722
381	25.617
382	25.73
383	25.848
384	25.891
385	25.82
386	25.666
387	25.625
388	25.801
389	25.722
390	25.879
391	25.799
392	25.902
393	26.014
394	26.003
395	26.01
396	26.072
397	25.939
398	25.909
399	25.941
400	26.087
401	25.973
402	25.826
403	25.861
404	26.021
405	26.047
406	26.113
407	26.012
408	25.967
409	26.089
410	25.828
411	25.87
412	26.052
413	26.314
414	26.279
415	26.258
416	26.087
417	26.063
418	26.223
419	25.944
420	26.108
421	26.25
422	26.143
423	26.453
424	26.526
425	26.408
426	26.259
427	26.34
428	26.396
429	26.487
430	26.326
431	26.301
432	26.325
433	26.291
434	26.252
435	26.572
436	26.559
437	26.525
438	26.643
439	26.435
440	26.488
441	26.387
442	26.329
443	26.374
444	26.339
445	26.469
446	26.547
447	26.594
448	26.74
449	26.603
450	26.602
451	26.597
452	26.593
453	26.636
454	26.725
455	26.646
456	26.591
457	26.662
458	26.585
459	26.872
460	26.85
461	26.881
462	26.748
463	26.826
464	26.859
465	26.838
466	26.696
467	26.593
468	26.692
469	26.701
470	26.842
471	26.881
472	26.845
473	26.881
474	26.772
475	26.827
476	26.874
477	26.968
478	27.128
479	27.111
480	27.205
481	26.984
482	27.029
483	26.965
484	26.97
485	27.087
486	26.996
487	27.044
488	27.22
489	27.209
490	27.28
491	27.16
492	27.242
493	27.166
494	27.272
495	27.344
496	27.378
497	27.387
498	27.109
499	27.233
500	27.212
501	27.295
502	27.445
503	27.505
504	27.433
505	27.405
506	27.397
507	27.352
508	27.351
509	27.404
510	27.375
511	27.346
512	27.333
513	27.53
514	27.574
515	27.558
516	27.727
517	27.65
518	27.429
519	27.417
520	27.544
521	27.687
522	27.611
523	27.703
524	27.701
525	27.794
526	27.803
527	27.626
528	27.743
529	27.741
530	27.817
531	27.777
532	27.869
533	27.969
534	27.898
535	27.79
536	27.999
537	27.87
538	27.771
539	27.769
540	27.625
541	27.807
542	27.897
543	28.037
544	27.938
545	27.918
546	27.982
547	28.069
548	28.161
549	28.194
550	28.161
551	28.084
552	28.016
553	28.115
554	28.138
