# Generation	mean_fitness
0	22.136
1	22.216
2	22.734
3	22.696
4	22.643
5	22.723
6	22.576
7	22.498
8	22.944
9	22.659
10	22.237
11	22.241
12	22.472
13	22.435
14	22.206
15	22.223
16	22.53
17	22.362
18	22.697
19	22.502
20	22.347
21	22.345
22	22.669
23	22.361
24	22.618
25	22.592
26	22.441
27	22.68
28	22.628
29	22.498
30	22.412
31	22.406
32	22.38
33	22.679
34	22.411
35	22.694
36	22.648
37	22.598
38	22.605
39	22.584
40	22.798
41	22.604
42	22.663
43	22.677
44	22.623
45	22.603
46	22.59
47	22.433
48	22.572
49	22.599
50	22.452
51	22.383
52	22.385
53	22.732
54	22.315
55	22.405
56	22.598
57	22.73
58	22.82
59	22.457
60	22.818
61	22.847
62	22.849
63	22.89
64	22.753
65	22.467
66	22.504
67	22.596
68	22.607
69	22.818
70	22.798
71	22.943
72	22.953
73	22.877
74	22.856
75	22.931
76	22.547
77	22.855
78	23.249
79	22.768
80	22.709
81	22.857
82	22.851
83	22.876
84	22.832
85	23
86	23.097
87	23.297
88	23.229
89	23.085
90	22.777
91	22.783
92	22.878
93	22.821
94	22.656
95	22.783
96	22.865
97	22.616
98	23.111
99	23.047
100	22.986
101	22.971
102	22.727
103	22.955
104	23.062
105	22.933
106	23.126
107	22.822
108	22.923
109	22.888
110	22.76
111	23.019
112	23.265
113	23.091
114	23.254
115	23.591
116	23.175
117	23.146
118	23.147
119	23.077
120	23.29
121	23.15
122	23.164
123	23.147
124	23.25
125	23.114
126	23.041
127	22.683
128	22.75
129	22.991
130	22.909
131	23.112
132	23.136
133	22.876
134	22.961
135	23.036
136	23.119
137	23.165
138	23.278
139	23.082
140	23.151
141	23.183
142	23.264
143	23.39
144	23.342
145	23.297
146	23.167
147	23.422
148	23.214
149	23.101
150	23.38
151	23.14
152	23.169
153	23.105
154	23.241
155	23.376
156	23.531
157	23.413
158	23.519
159	23.379
160	23.46
161	23.529
162	23.383
163	23.179
164	23.49
165	23.447
166	23.507
167	23.69
168	23.716
169	23.693
170	23.328
171	23.368
172	23.364
173	23.423
174	23.478
175	23.48
176	23.346
177	23.319
178	23.385
179	23.133
180	23.295
181	23.388
182	23.431
183	23.439
184	23.429
185	23.548
186	23.728
187	23.372
188	23.466
189	23.412
190	23.539
191	23.403
192	23.368
193	23.493
194	23.366
195	23.804
196	23.518
197	23.463
198	23.337
199	23.442
200	23.541
201	23.448
202	23.599
203	23.571
204	23.532
205	23.629
206	23.715
207	23.891
208	24.046
209	23.948
210	23.757
211	24.021
212	23.727
213	23.934
214	23.996
215	23.925
216	23.986
217	24.028
218	24.153
219	24.012
220	24.413
221	24.341
222	24.207
223	24.146
224	23.967
225	23.845
226	23.893
227	23.756
228	24.049
229	23.833
230	23.625
231	23.659
232	23.846
233	23.755
234	24.032
235	24.207
236	24.097
237	24.144
238	23.949
239	24.246
240	23.95
241	24.187
242	23.996
243	23.997
244	24.076
245	24.106
246	24.193
247	24.145
248	24.185
249	24.045
250	24.265
251	23.98
252	23.901
253	24.027
254	24.157
255	24.217
256	24.155
257	24.45
258	24.304
259	24.13
260	24.267
261	24.53
262	24.235
263	24.073
264	24.094
265	24.205
266	24.409
267	24.439
268	24.448
269	24.344
270	24.263
271	24.326
272	24.273
273	24.537
274	24.533
275	24.679
276	24.431
277	24.477
278	24.421
279	24.35
280	24.422
281	24.441
282	24.405
283	24.712
284	24.607
285	24.803
286	24.85
287	24.567
288	24.592
289	24.629
290	24.49
291	24.517
292	24.808
293	24.85
294	24.829
295	24.684
296	24.743
297	24.834
298	24.699
299	24.852
300	24.719
301	24.654
302	24.831
303	24.52
304	24.517
305	24.645
306	24.455
307	24.601
308	24.638
309	24.737
310	24.721
311	24.765
312	25.038
313	24.872
314	24.828
315	24.737
316	24.757
317	24.939
318	25.183
319	25.072
320	25.003
321	25.125
322	25.227
323	25.077
324	25.033
325	24.909
326	24.855
327	25.048
328	25.239
329	25.152
330	25.162
331	25.221
332	25.06
333	24.871
334	25.042
335	25.025
336	25.274
337	25.386
338	25.428
339	25.211
340	25.061
341	25.301
342	25.219
343	25.238
344	25.102
345	25.298
346	25.37
347	25.272
348	25.314
349	25.209
350	25.46
351	25.525
352	25.551
353	25.539
354	25.677
355	25.628
356	25.441
357	25.303
358	25.272
359	25.313
360	25.179
361	25.332
362	25.381
363	25.392
364	25.453
365	25.198
366	25.354
367	25.721
368	25.783
369	25.691
370	25.691
371	25.517
372	25.551
373	25.789
374	25.785
375	25.67
376	25.727
377	25.876
378	25.842
379	25.989
380	25.987
381	25.883
382	25.86
383	25.857
384	25.876
385	25.923
386	25.811
387	25.835
388	25.668
389	25.892
390	25.818
391	26.074
392	26.231
393	26.27
394	26.082
395	26.089
396	26.141
397	26.18
398	26.117
399	26.106
400	26.132
401	26.168
402	26.21
403	26.26
404	26.12
405	26.088
406	26.071
407	26.031
408	26.266
409	26.228
410	26.343
411	26.234
412	26.189
413	26.217
414	26.178
415	26.224
416	26.137
417	26.254
418	26.284
419	26.048
420	26.23
421	26.333
422	26.455
423	26.385
424	26.309
425	26.301
426	26.211
427	26.333
428	26.473
429	26.38
430	26.365
431	26.317
432	26.466
433	26.431
434	26.446
435	26.481
436	26.278
437	26.421
438	26.299
439	26.406
440	26.431
441	26.295
442	26.361
443	26.441
444	26.563
445	26.571
446	26.631
447	26.791
448	26.743
449	26.596
450	26.687
451	26.765
452	26.799
453	26.786
454	26.895
455	26.707
456	26.865
457	27.02
458	27.057
459	26.98
460	27.005
461	27.034
462	26.917
463	26.806
464	26.876
465	26.964
466	26.974
467	26.959
468	27.105
469	26.943
470	27.172
471	27.16
472	27.069
473	27.225
474	27.186
475	27.176
476	27.296
477	27.322
478	27.156
479	27.133
480	27.153
481	27.254
482	27.316
483	27.236
484	27.165
485	27.132
486	27.258
487	27.161
488	27.137
489	27.183
490	27.26
491	27.35
492	27.452
493	27.26
494	27.15
495	27.185
496	27.301
497	27.46
498	27.481
499	27.477
500	27.43
501	27.548
502	27.55
503	27.621
504	27.577
505	27.568
506	27.527
507	27.39
508	27.618
509	27.611
510	27.569
511	27.702
512	27.663
513	27.629
514	27.657
515	27.616
516	27.52
517	27.59
518	27.554
519	27.703
520	27.628
521	27.618
522	27.594
523	27.725
524	27.788
525	27.825
526	27.958
527	28.088
528	28.024
529	28.034
530	27.931
531	28.024
532	27.988
533	28.061
534	28.104
535	28.104
536	27.949
537	27.998
538	28.093
539	28.086
540	28.095
541	28.041
542	28.014
543	27.99
544	27.935
545	27.891
546	27.894
547	27.898
548	27.955
549	28.011
550	28.02
551	28.018
552	28.03
553	28.017
554	28.042
555	27.98
556	28.039
557	27.975
558	27.948
559	27.988
560	27.967
561	28.083
562	28.242
563	28.242
564	28.25
565	28.274
566	28.175
567	28.252
568	28.187
569	28.351
570	28.32
571	28.344
572	28.315
573	28.261
574	28.386
575	28.372
576	28.422
577	28.419
578	28.427
579	28.412
580	28.379
581	28.365
582	28.377
583	28.349
584	28.36
585	28.438
586	28.465
587	28.497
588	28.538
589	28.569
590	28.681
591	28.595
592	28.475
593	28.547
594	28.594
595	28.664
596	28.603
597	28.516
598	28.56
599	28.622
600	28.601
601	28.668
602	28.603
603	28.684
604	28.67
605	28.636
606	28.707
607	28.605
608	28.658
609	28.658
610	28.668
611	28.644
612	28.697
613	28.759
614	28.897
615	28.767
616	28.747
617	28.789
618	28.766
619	28.786
620	28.87
621	28.847
622	28.883
623	28.918
624	28.905
625	29.003
626	28.973
627	28.935
628	28.983
629	29.052
630	29.046
631	29.005
632	28.936
633	28.973
634	29.057
635	29.078
636	29.166
637	29.154
638	29.075
639	29.039
640	29.165
641	29.144
642	29.151
643	29.216
644	29.184
645	29.166
646	29.188
647	29.125
648	29.116
649	29.109
650	29.135
651	29.184
652	29.195
653	29.197
654	29.216
655	29.206
656	29.233
657	29.174
658	29.188
659	29.208
660	29.186
661	29.168
662	29.193
663	29.144
664	29.175
665	29.117
666	29.204
667	29.178
668	29.232
669	29.29
670	29.275
671	29.28
672	29.352
673	29.271
674	29.285
675	29.241
676	29.258
677	29.364
678	29.421
679	29.448
680	29.465
681	29.444
682	29.424
683	29.411
684	29.413
685	29.449
686	29.476
687	29.483
688	29.444
689	29.467
690	29.444
691	29.472
692	29.507
693	29.517
694	29.565
695	29.597
696	29.551
697	29.577
698	29.519
699	29.521
700	29.524
701	29.485
702	29.513
703	29.48
704	29.488
705	29.536
706	29.572
707	29.597
708	29.624
709	29.624
710	29.643
711	29.598
712	29.625
713	29.638
714	29.653
715	29.65
716	29.663
717	29.653
718	29.701
719	29.721
720	29.732
721	29.756
722	29.764
