# Generation	ratio_optimal	mean_fitness
1	0.03113	15.4529
2	0.05235	19.7641
3	0.06979	22.1489
4	0.08484	23.5764
5	0.09906	24.496
6	0.11243	25.154
7	0.12575	25.6511
8	0.13781	26.0608
9	0.14943	26.4018
10	0.16086	26.6945
11	0.17154	26.9526
12	0.18227	27.1868
13	0.19323	27.4066
14	0.20384	27.6
15	0.21381	27.7825
16	0.22414	27.9485
17	0.23378	28.1014
18	0.24324	28.2447
19	0.25263	28.3753
20	0.26137	28.4959
21	0.27055	28.6092
22	0.27982	28.7174
23	0.28802	28.8166
24	0.29624	28.9085
25	0.30418	28.9976
26	0.31181	29.0758
27	0.31938	29.1519
28	0.32661	29.2236
29	0.33372	29.2929
30	0.3408	29.3566
31	0.34737	29.4148
32	0.35357	29.4706
33	0.35961	29.5228
34	0.36559	29.5734
35	0.37144	29.6237
36	0.37761	29.67
37	0.3835	29.7116
38	0.38887	29.7513
39	0.39454	29.7915
40	0.39954	29.8274
41	0.40479	29.8608
42	0.40955	29.8931
43	0.41394	29.9227
44	0.41861	29.9528
45	0.42321	29.9812
46	0.42724	30.007
47	0.43149	30.0323
48	0.4354	30.0572
49	0.43922	30.0801
50	0.44289	30.1011
51	0.44667	30.1216
52	0.45032	30.1418
53	0.45384	30.1605
54	0.45718	30.1786
55	0.46058	30.1969
56	0.46375	30.2128
57	0.46674	30.2277
58	0.4698	30.2432
59	0.47271	30.2576
60	0.47588	30.2711
61	0.4785	30.2837
62	0.48127	30.2962
63	0.48388	30.308
64	0.48635	30.3187
65	0.48891	30.3294
66	0.49104	30.3386
67	0.49311	30.3477
68	0.49539	30.3567
69	0.4973	30.3653
70	0.49942	30.3737
71	0.50158	30.3823
72	0.50352	30.3896
73	0.50546	30.3972
74	0.50729	30.4038
75	0.50909	30.4107
76	0.51096	30.4175
77	0.51291	30.4238
78	0.51457	30.4301
79	0.51646	30.4364
80	0.518	30.4414
81	0.51944	30.4463
82	0.52108	30.4516
83	0.52274	30.4566
84	0.52418	30.4615
85	0.52555	30.4656
86	0.52716	30.4704
87	0.52867	30.4745
88	0.53005	30.4784
89	0.53116	30.4814
90	0.53225	30.4845
91	0.53337	30.4878
92	0.53463	30.4913
93	0.53579	30.4944
94	0.53715	30.498
95	0.53812	30.5009
96	0.53924	30.5039
97	0.54015	30.5063
98	0.54126	30.509
99	0.54232	30.5115
100	0.54343	30.514
101	0.5445	30.5164
