# Eval no.	mean best sol
0	-15.767
1	-17.484333333333332
2	-19.064
3	-20.361666666666668
4	-21.407
5	-22.247
6	-22.948
7	-23.514333333333333
8	-23.998
9	-24.433666666666667
10	-24.794
11	-25.114
12	-25.383666666666667
13	-25.625
14	-25.869333333333334
15	-26.076666666666668
16	-26.278666666666666
17	-26.459666666666667
18	-26.61466666666667
19	-26.767
20	-26.916666666666668
21	-27.054
22	-27.177666666666667
23	-27.297666666666668
24	-27.412333333333333
25	-27.518333333333334
26	-27.616666666666667
27	-27.714333333333332
28	-27.807666666666666
29	-27.883666666666667
30	-27.969333333333335
31	-28.041333333333334
32	-28.120666666666665
33	-28.191333333333333
34	-28.25733333333333
35	-28.322
36	-28.379
37	-28.430333333333333
38	-28.49
39	-28.538
40	-28.594666666666665
41	-28.646
42	-28.690333333333335
43	-28.733333333333334
44	-28.773333333333333
45	-28.815666666666665
46	-28.855666666666668
47	-28.887
48	-28.927
49	-28.960333333333335
50	-28.993666666666666
51	-29.029
52	-29.064
53	-29.098666666666666
54	-29.130333333333333
55	-29.155666666666665
56	-29.181
57	-29.203333333333333
58	-29.22533333333333
59	-29.249666666666666
60	-29.273
61	-29.298333333333332
62	-29.31833333333333
63	-29.340333333333334
64	-29.360333333333333
65	-29.376666666666665
66	-29.394666666666666
67	-29.409666666666666
68	-29.426666666666666
69	-29.443666666666665
70	-29.462
71	-29.474666666666668
72	-29.487333333333332
73	-29.502
74	-29.518333333333334
75	-29.531333333333333
76	-29.540666666666667
77	-29.552
78	-29.566666666666666
79	-29.576333333333334
80	-29.590333333333334
81	-29.598
82	-29.609666666666666
83	-29.619
84	-29.626666666666665
85	-29.638666666666666
86	-29.647666666666666
87	-29.656666666666666
88	-29.666333333333334
89	-29.675666666666668
90	-29.683666666666667
91	-29.688333333333333
92	-29.694333333333333
93	-29.706666666666667
94	-29.711666666666666
95	-29.718
96	-29.724666666666668
97	-29.73
98	-29.738333333333333
99	-29.743333333333332
100	-29.747666666666667
101	-29.754
102	-29.75733333333333
103	-29.765
104	-29.772
105	-29.777
106	-29.785
107	-29.789
108	-29.795333333333332
109	-29.802
110	-29.807
111	-29.810666666666666
112	-29.813333333333333
113	-29.817
114	-29.822
115	-29.825666666666667
116	-29.83
117	-29.834333333333333
118	-29.838
119	-29.840333333333334
120	-29.843666666666667
121	-29.847666666666665
122	-29.850666666666665
123	-29.854
124	-29.857333333333333
125	-29.861666666666668
126	-29.865
127	-29.868
128	-29.871
129	-29.874666666666666
130	-29.88
131	-29.88233333333333
132	-29.886
133	-29.888333333333332
134	-29.89
135	-29.892333333333333
136	-29.895333333333333
137	-29.897666666666666
138	-29.89966666666667
139	-29.902
140	-29.903666666666666
141	-29.907333333333334
142	-29.908
143	-29.910666666666668
144	-29.912666666666667
145	-29.914
146	-29.917
147	-29.918333333333333
148	-29.920666666666666
149	-29.921666666666667
150	-29.923333333333332
151	-29.923666666666666
152	-29.924
153	-29.926666666666666
154	-29.92866666666667
155	-29.93
156	-29.933333333333334
157	-29.933666666666667
158	-29.935
159	-29.936333333333334
160	-29.937
161	-29.938333333333333
162	-29.939333333333334
163	-29.941666666666666
164	-29.942
165	-29.94333333333333
166	-29.944
