# Eval no.	mean best sol
0	-15.712
1	-17.432666666666666
2	-18.963333333333335
3	-20.241
4	-21.238666666666667
5	-22.033666666666665
6	-22.676666666666666
7	-23.196666666666665
8	-23.651666666666667
9	-24.011
10	-24.331333333333333
11	-24.592333333333332
12	-24.825666666666667
13	-25.040333333333333
14	-25.234333333333332
15	-25.411
16	-25.580333333333332
17	-25.73966666666667
18	-25.879
19	-26.011
20	-26.122333333333334
21	-26.224
22	-26.329333333333334
23	-26.438
24	-26.53933333333333
25	-26.633333333333333
26	-26.719
27	-26.798
28	-26.872666666666667
29	-26.944
30	-27.014666666666667
31	-27.089
32	-27.148333333333333
33	-27.213
34	-27.274
35	-27.332333333333334
36	-27.382
37	-27.433
38	-27.487333333333332
39	-27.542
40	-27.595666666666666
41	-27.64
42	-27.687333333333335
43	-27.734333333333332
44	-27.775333333333332
45	-27.81833333333333
46	-27.866
47	-27.903333333333332
48	-27.946666666666665
49	-27.985666666666667
50	-28.018666666666668
51	-28.052666666666667
52	-28.088
53	-28.121666666666666
54	-28.151333333333334
55	-28.188333333333333
56	-28.220333333333333
57	-28.248666666666665
58	-28.277333333333335
59	-28.31
60	-28.340666666666667
61	-28.365666666666666
62	-28.395666666666667
63	-28.419666666666668
64	-28.444666666666667
65	-28.468333333333334
66	-28.493333333333332
67	-28.519333333333332
68	-28.544666666666668
69	-28.567
70	-28.587333333333333
71	-28.609333333333332
72	-28.629
73	-28.648666666666667
74	-28.668666666666667
75	-28.685333333333332
76	-28.704333333333334
77	-28.723
78	-28.746
79	-28.764666666666667
80	-28.777666666666665
81	-28.801333333333332
82	-28.818666666666665
83	-28.835333333333335
84	-28.851333333333333
85	-28.867333333333335
86	-28.879333333333335
87	-28.895
88	-28.909666666666666
89	-28.923333333333332
90	-28.938
91	-28.951333333333334
92	-28.966
93	-28.977666666666668
94	-28.99
95	-29.004333333333335
96	-29.017333333333333
97	-29.030666666666665
98	-29.039666666666665
99	-29.050333333333334
100	-29.065666666666665
101	-29.079666666666668
102	-29.09
103	-29.097333333333335
104	-29.109666666666666
105	-29.122333333333334
106	-29.134333333333334
107	-29.144
108	-29.153
109	-29.161666666666665
110	-29.172
111	-29.180666666666667
112	-29.190333333333335
113	-29.200666666666667
114	-29.21
115	-29.219
116	-29.227666666666668
117	-29.237
118	-29.245
119	-29.253
120	-29.263
121	-29.271
122	-29.277666666666665
123	-29.284333333333333
124	-29.293
125	-29.3
126	-29.307333333333332
127	-29.314666666666668
128	-29.324
129	-29.330333333333332
130	-29.336666666666666
131	-29.346
132	-29.354333333333333
133	-29.363
134	-29.36766666666667
135	-29.377
136	-29.382
137	-29.391
138	-29.395666666666667
139	-29.401333333333334
140	-29.408333333333335
141	-29.415
142	-29.421666666666667
143	-29.430666666666667
144	-29.435666666666666
145	-29.444333333333333
146	-29.447666666666667
147	-29.454
148	-29.460333333333335
149	-29.466333333333335
150	-29.471
151	-29.479333333333333
152	-29.485
153	-29.489
154	-29.494666666666667
155	-29.499333333333333
156	-29.502666666666666
157	-29.507666666666665
158	-29.511
159	-29.515666666666668
160	-29.519666666666666
161	-29.523666666666667
162	-29.527333333333335
163	-29.534
164	-29.537666666666667
165	-29.543
166	-29.546333333333333
