# Generation	ratio_optimal	mean_fitness
1	0.02998	19.5132
2	0.05086	21.8089
3	0.07338	23.5114
4	0.09723	24.827
5	0.11984	25.8468
6	0.14287	26.6424
7	0.16651	27.2646
8	0.18964	27.7687
9	0.21238	28.1643
10	0.23376	28.4857
11	0.25458	28.7463
12	0.27491	28.9665
13	0.29503	29.1432
14	0.31479	29.2965
15	0.33415	29.4236
16	0.3517	29.5317
17	0.36884	29.627
18	0.38636	29.7111
19	0.40305	29.785
20	0.41912	29.8498
21	0.43484	29.9066
22	0.45	29.9591
23	0.46452	30.0055
24	0.47864	30.0489
25	0.49218	30.0873
26	0.50585	30.1234
27	0.51852	30.1561
28	0.53069	30.1872
29	0.54249	30.2155
30	0.55442	30.2431
31	0.56628	30.2694
32	0.57721	30.2931
33	0.58788	30.3161
34	0.59875	30.3389
35	0.60901	30.3598
36	0.61875	30.3804
37	0.62854	30.4002
38	0.63796	30.4191
39	0.6469	30.4363
40	0.65554	30.4534
41	0.66394	30.4697
42	0.67203	30.4853
43	0.6799	30.5003
44	0.68779	30.5155
45	0.69556	30.5303
46	0.7031	30.5441
47	0.7101	30.5575
48	0.71715	30.5705
49	0.72398	30.5826
50	0.73077	30.5949
51	0.73723	30.6063
52	0.7437	30.618
53	0.74974	30.6284
54	0.75601	30.6395
55	0.76206	30.6499
56	0.76782	30.6601
57	0.77339	30.6696
58	0.77894	30.6792
59	0.78482	30.6892
60	0.78985	30.6978
61	0.79478	30.7063
62	0.79941	30.7146
63	0.80414	30.7227
64	0.8089	30.7305
65	0.81336	30.7379
66	0.81783	30.745
67	0.82189	30.7517
68	0.82582	30.7582
69	0.82961	30.7645
70	0.8338	30.7712
71	0.83754	30.7772
72	0.84142	30.7833
73	0.84505	30.7893
74	0.84867	30.7948
75	0.85215	30.8002
76	0.85548	30.8059
77	0.85925	30.8117
78	0.86249	30.8167
79	0.86578	30.8216
80	0.8688	30.8265
81	0.87163	30.831
82	0.87478	30.8359
83	0.8777	30.8402
84	0.88039	30.8445
85	0.88337	30.849
86	0.8863	30.8532
87	0.88879	30.8568
88	0.89123	30.8607
89	0.89365	30.8643
90	0.89607	30.8679
91	0.89836	30.8711
92	0.90061	30.8744
93	0.9029	30.8776
94	0.90517	30.8807
95	0.90698	30.8833
96	0.90923	30.8865
97	0.91143	30.8898
98	0.91315	30.8924
99	0.91487	30.8949
100	0.91682	30.8976
101	0.91876	30.9004
102	0.92054	30.9028
103	0.9223	30.9051
104	0.92423	30.9076
105	0.92582	30.9099
106	0.92746	30.9122
107	0.92897	30.9142
108	0.93082	30.9167
109	0.93227	30.9188
110	0.93396	30.921
111	0.93534	30.9228
112	0.93682	30.9248
113	0.93814	30.9264
114	0.93946	30.9281
115	0.94079	30.9297
116	0.94206	30.9314
117	0.9432	30.9328
118	0.94442	30.9345
119	0.94547	30.9359
120	0.94662	30.9374
121	0.94777	30.9389
122	0.94893	30.9404
123	0.94989	30.9416
124	0.95085	30.9429
125	0.95195	30.9444
126	0.95321	30.9459
127	0.95433	30.9473
128	0.95526	30.9485
129	0.95626	30.9496
130	0.95725	30.9508
131	0.95833	30.9521
132	0.95907	30.9531
133	0.96006	30.9542
134	0.96087	30.9553
135	0.96173	30.9563
136	0.96254	30.9574
137	0.9633	30.9583
138	0.9641	30.9594
139	0.96479	30.9602
140	0.96554	30.9611
141	0.96619	30.962
142	0.96691	30.9628
143	0.96773	30.9638
144	0.96848	30.9647
145	0.9692	30.9655
146	0.96981	30.9663
147	0.97051	30.9671
148	0.97117	30.9679
149	0.97164	30.9685
150	0.97223	30.9691
151	0.97272	30.9697
152	0.97338	30.9705
153	0.97386	30.9711
154	0.97445	30.9719
155	0.97501	30.9725
156	0.9755	30.9731
157	0.976	30.9737
158	0.9765	30.9744
159	0.97711	30.9751
160	0.97768	30.9757
161	0.97822	30.9764
162	0.97866	30.9769
163	0.97921	30.9776
164	0.97964	30.9781
165	0.98004	30.9786
166	0.98046	30.9791
167	0.98095	30.9796
168	0.98144	30.9801
169	0.98185	30.9807
170	0.98217	30.981
171	0.98255	30.9814
172	0.98292	30.9819
173	0.98327	30.9822
174	0.98367	30.9826
175	0.98405	30.983
176	0.98445	30.9835
177	0.98469	30.9837
178	0.98498	30.984
179	0.98538	30.9844
180	0.9857	30.9848
181	0.98598	30.9851
182	0.98629	30.9854
183	0.98655	30.9858
184	0.98684	30.9861
185	0.98716	30.9865
186	0.98752	30.9868
187	0.98774	30.9871
188	0.98794	30.9873
189	0.98822	30.9876
190	0.98838	30.9879
