# Generation	ratio_optimal	mean_fitness
0	0.031610	22.9795
1	0.03481	23.356
2	0.036832	23.4144
3	0.03613	23.4143
4	0.035954	23.4042
5	0.036935	23.4262
6	0.035476	23.4249
7	0.03687	23.436
8	0.035818	23.414
9	0.03719	23.4606
10	0.037610	23.4521
11	0.037211	23.457
12	0.0358212	23.4351
13	0.0363113	23.4614
14	0.0358914	23.4558
15	0.0372715	23.4937
16	0.0364416	23.4697
17	0.0364917	23.468
18	0.0374818	23.4845
19	0.0378519	23.4925
20	0.0375120	23.4645
21	0.0370821	23.4836
22	0.0368622	23.4853
23	0.0379823	23.5031
24	0.0371124	23.4881
25	0.0372325	23.4849
26	0.0361226	23.4807
27	0.0375627	23.4811
28	0.0377828	23.4936
29	0.0375729	23.5106
30	0.037730	23.4845
31	0.0370231	23.4924
32	0.0364132	23.4848
33	0.0376833	23.5113
34	0.0371434	23.5143
35	0.0377435	23.5311
36	0.0372536	23.5261
37	0.0371737	23.4995
38	0.0376338	23.5284
39	0.038239	23.4895
40	0.0381240	23.5182
41	0.0383241	23.5536
42	0.0377742	23.5347
43	0.0376743	23.5303
44	0.0370144	23.4943
45	0.0374145	23.5276
46	0.0374646	23.5435
47	0.0384347	23.5234
48	0.0374648	23.5365
49	0.0384949	23.5556
50	0.0377350	23.5408
51	0.0384451	23.5344
52	0.0383352	23.5325
53	0.0393953	23.545
54	0.0396354	23.5359
55	0.0387255	23.5618
56	0.0383456	23.5782
57	0.0381357	23.5805
58	0.038258	23.5788
59	0.0385259	23.5736
60	0.0387860	23.5844
61	0.0391461	23.5649
62	0.0394262	23.5801
63	0.0384763	23.5975
64	0.0390464	23.5608
65	0.0377165	23.5853
66	0.0372766	23.5623
67	0.0382667	23.5936
68	0.0386868	23.5836
69	0.038769	23.5981
70	0.0380770	23.5868
71	0.0384371	23.5785
72	0.039272	23.5823
73	0.0388973	23.5963
74	0.0390974	23.6104
75	0.0393275	23.6293
76	0.0388176	23.627
77	0.0391477	23.6171
78	0.0393278	23.6186
79	0.0393579	23.6372
80	0.039180	23.6359
81	0.0394581	23.6175
82	0.0395982	23.6425
83	0.0395783	23.6686
84	0.0393584	23.6483
85	0.0396285	23.6419
86	0.0395686	23.6266
87	0.0388687	23.6457
88	0.0384388	23.6146
89	0.0386989	23.6537
90	0.0397590	23.6738
91	0.0396991	23.6576
92	0.0408792	23.6676
93	0.0493	23.6789
94	0.0403194	23.6831
95	0.0397995	23.6707
96	0.0394196	23.6898
97	0.0395297	23.685
98	0.0393298	23.693
99	0.0407199	23.6799
100	0.04088100	23.7043
101	0.04091101	23.6924
102	0.03939102	23.706
103	0.0402103	23.7075
104	0.04113104	23.7168
105	0.04083105	23.7145
106	0.04033106	23.717
107	0.04008107	23.7163
108	0.04103108	23.7382
109	0.041109	23.7371
110	0.0407110	23.7371
111	0.04089111	23.7172
112	0.04071112	23.7653
113	0.04058113	23.7441
114	0.0403114	23.7257
115	0.04019115	23.7576
116	0.04154116	23.7643
117	0.04139117	23.7664
118	0.04099118	23.7584
119	0.04113119	23.7785
120	0.04084120	23.7674
121	0.04133121	23.7743
122	0.04104122	23.7808
123	0.04205123	23.8
124	0.0414124	23.8058
125	0.04149125	23.8181
126	0.04107126	23.807
127	0.04219127	23.8302
128	0.04124128	23.7978
129	0.04224129	23.8105
130	0.0416130	23.8218
131	0.04104131	23.8343
132	0.04091132	23.822
133	0.04125133	23.7925
134	0.04163134	23.8366
135	0.04176135	23.8438
136	0.04107136	23.8456
137	0.04224137	23.8188
138	0.04181138	23.8459
139	0.04369139	23.8437
140	0.04228140	23.8686
141	0.04193141	23.8603
142	0.04128142	23.8667
143	0.04265143	23.8545
144	0.04193144	23.8762
145	0.04227145	23.8719
146	0.04215146	23.8815
147	0.04244147	23.8782
148	0.04296148	23.8843
149	0.04282149	23.8959
150	0.04276150	23.8837
151	0.04311151	23.9081
152	0.04216152	23.9105
153	0.0422153	23.9247
154	0.04218154	23.9267
155	0.04292155	23.9178
156	0.04276156	23.9372
157	0.04353157	23.9457
158	0.04209158	23.9303
159	0.04279159	23.9474
160	0.04368160	23.9594
161	0.04488161	23.9706
162	0.04432162	23.9638
163	0.04381163	23.95
164	0.04391164	23.9836
165	0.04383165	23.9619
166	0.04377166	23.9536
167	0.04465167	23.9638
168	0.04314168	23.9701
169	0.04377169	23.9714
170	0.04466170	23.9885
171	0.04477171	24.0046
172	0.04493172	23.9991
173	0.04484173	24.0137
174	0.04475174	24.0065
175	0.04544175	24.0218
176	0.04488176	24.0187
177	0.04475177	24.0193
178	0.04418178	24.0094
179	0.04449179	24.0318
180	0.04516180	24.0425
181	0.04449181	24.0426
182	0.04482182	24.0405
183	0.04536183	24.0435
184	0.04475184	24.0481
185	0.04511185	24.051
186	0.04609186	24.0805
187	0.04498187	24.0797
188	0.04609188	24.0937
189	0.04528189	24.0854
190	0.04589190	24.1061
191	0.04612191	24.1064
192	0.04499192	24.0855
193	0.04581193	24.1019
194	0.04575194	24.1291
195	0.0461195	24.1125
196	0.04602196	24.1117
197	0.0455197	24.1075
198	0.04652198	24.1542
199	0.0459199	24.1527
200	0.04577200	24.1557
201	0.04633201	24.1205
202	0.04705202	24.1409
203	0.04648203	24.1248
204	0.04769204	24.1747
205	0.04698205	24.1642
206	0.04821206	24.177
207	0.04761207	24.1822
208	0.04741208	24.1998
209	0.04661209	24.1879
210	0.04718210	24.1952
211	0.04761211	24.2164
212	0.04738212	24.2224
213	0.04774213	24.2234
214	0.04866214	24.2237
215	0.04788215	24.2252
216	0.0498216	24.2468
217	0.04825217	24.2423
218	0.04843218	24.2418
219	0.04913219	24.2676
