# Eval no.	mean best sol
0	-15.710666666666667
1	-17.445
2	-18.923333333333332
3	-20.198666666666668
4	-21.253
5	-22.042666666666666
6	-22.665666666666667
7	-23.179333333333332
8	-23.599333333333334
9	-23.952
10	-24.265666666666668
11	-24.545333333333332
12	-24.788666666666668
13	-25.027666666666665
14	-25.219
15	-25.406
16	-25.568666666666665
17	-25.705666666666666
18	-25.838666666666665
19	-25.959666666666667
20	-26.075666666666667
21	-26.194666666666667
22	-26.306333333333335
23	-26.408666666666665
24	-26.508
25	-26.609333333333332
26	-26.703
27	-26.789
28	-26.872666666666667
29	-26.943
30	-27.011666666666667
31	-27.080666666666666
32	-27.14666666666667
33	-27.213
34	-27.273333333333333
35	-27.333666666666666
36	-27.38533333333333
37	-27.444666666666667
38	-27.497333333333334
39	-27.548333333333332
40	-27.595
41	-27.638666666666666
42	-27.683666666666667
43	-27.720666666666666
44	-27.762
45	-27.804333333333332
46	-27.846
47	-27.883666666666667
48	-27.922666666666668
49	-27.952
50	-27.983666666666668
51	-28.022333333333332
52	-28.058666666666667
53	-28.099333333333334
54	-28.13
55	-28.157
56	-28.189666666666668
57	-28.214666666666666
58	-28.243
59	-28.277666666666665
60	-28.308
61	-28.332333333333334
62	-28.355333333333334
63	-28.382
64	-28.407666666666668
65	-28.425666666666668
66	-28.455333333333332
67	-28.476333333333333
68	-28.5
69	-28.525666666666666
70	-28.542333333333332
71	-28.563666666666666
72	-28.584333333333333
73	-28.608666666666668
74	-28.629666666666665
75	-28.648333333333333
76	-28.669
77	-28.687333333333335
78	-28.705333333333332
79	-28.720666666666666
80	-28.746666666666666
81	-28.763333333333332
82	-28.780666666666665
83	-28.798666666666666
84	-28.815
85	-28.830333333333332
86	-28.846333333333334
87	-28.858666666666668
88	-28.872666666666667
89	-28.886666666666667
90	-28.903
91	-28.918
92	-28.936666666666667
93	-28.958
94	-28.971333333333334
95	-28.986666666666668
96	-28.997
97	-29.012333333333334
98	-29.023666666666667
99	-29.036333333333335
100	-29.046
101	-29.058333333333334
102	-29.072
103	-29.084333333333333
104	-29.094
105	-29.102
106	-29.112666666666666
107	-29.121333333333332
108	-29.130333333333333
109	-29.143333333333334
110	-29.154333333333334
111	-29.162333333333333
112	-29.168666666666667
113	-29.175666666666668
114	-29.186
115	-29.192333333333334
116	-29.206
117	-29.215
118	-29.225
119	-29.232666666666667
120	-29.240666666666666
121	-29.25
122	-29.259333333333334
123	-29.267
124	-29.275333333333332
125	-29.282333333333334
126	-29.291
127	-29.301666666666666
128	-29.309666666666665
129	-29.316
130	-29.323
131	-29.329
132	-29.337333333333333
133	-29.345
134	-29.354666666666667
135	-29.361333333333334
136	-29.368333333333332
137	-29.372666666666667
138	-29.378
139	-29.383
140	-29.39
141	-29.39666666666667
142	-29.404666666666667
143	-29.413
144	-29.418
145	-29.422666666666668
146	-29.427
147	-29.432333333333332
148	-29.438666666666666
149	-29.445333333333334
150	-29.448666666666668
151	-29.457333333333334
152	-29.463333333333335
153	-29.468333333333334
154	-29.471333333333334
155	-29.475
156	-29.479
157	-29.483333333333334
158	-29.488333333333333
159	-29.495333333333335
160	-29.499666666666666
161	-29.504
162	-29.509
163	-29.516
164	-29.52166666666667
165	-29.527666666666665
166	-29.532333333333334
